MONUMENT_RECORD_NO,LATITUDE,LONGITUDE
1752M,51.504581,-2.6455878
1754M,51.481031,-2.6342245
1827M,51.489415,-2.6433715
1755M,51.502585,-2.6373619
1758M,51.499888,-2.6437639
1723M,51.454935,-2.5898802
5341M,51.461822,-2.5988071
5343M,51.46372,-2.5987024
5344M,51.46399,-2.596849
5345M,51.463102,-2.59642
5347M,51.464151,-2.5952389
5348M,51.462147,-2.5933271
5369M,51.459513,-2.594905
5470M,51.457069,-2.6206076
5472M,51.45571,-2.6208338
5480M,51.455592,-2.6091888
5481M,51.455861,-2.6092212
5483M,51.457706,-2.6089291
3050M,51.443016,-2.5926762
1828M,51.490692,-2.5419464
5382M,51.458746,-2.5919012
3051M,51.495379,-2.6162159
3053M,51.489818,-2.6237169
3055M,51.458783,-2.6161545
1244M,51.460975,-2.5974142
1245M,51.461716,-2.596733
1246M,51.461616,-2.59689
1248M,51.461417,-2.5971753
1303M,51.456296,-2.5874366
1304M,51.456415,-2.5869488
1305M,51.456243,-2.5871769
5074M,51.458627,-2.5870923
1829M,51.475359,-2.5365523
3123M,51.456175,-2.5435523
3125M,51.481737,-2.5554055
3126M,51.442093,-2.6008654
3138M,51.460663,-2.573473
5389M,51.458604,-2.589726
5421M,51.458099,-2.5900937
1958M,51.438293,-2.5769621
1959M,51.44269,-2.6208874
1960M,51.468378,-2.5753549
1961M,51.46506,-2.5789408
1962M,51.481455,-2.5289052
5075M,51.458617,-2.5872937
1964M,51.493321,-2.6244273
1760M,51.498421,-2.6489294
1763M,51.501021,-2.6338393
3020M,51.464212,-2.6216978
3021M,51.466062,-2.6118619
3023M,51.463479,-2.6241637
3026M,51.46297,-2.6236242
2021M,51.45788,-2.6303627
3056M,51.497134,-2.6158218
5024M,51.467311,-2.5728654
5025M,51.466676,-2.5720657
5026M,51.466531,-2.5724237
5027M,51.465856,-2.5725161
5028M,51.465901,-2.572531
5029M,51.466579,-2.5790464
5035M,51.467311,-2.5710659
5037M,51.466241,-2.5691379
5038M,51.466332,-2.5690239
5042M,51.461667,-2.5869298
5043M,51.462387,-2.5866224
5044M,51.463997,-2.5829723
5045M,51.464099,-2.5805841
5047M,51.462126,-2.5795514
5048M,51.462053,-2.5798096
5049M,51.46198,-2.5798662
5050M,51.461673,-2.5802366
5051M,51.463815,-2.5761036
5054M,51.463761,-2.5742892
5056M,51.463526,-2.5726596
5059M,51.462292,-2.5694918
5060M,51.462798,-2.5690375
5068M,51.460682,-2.587824
5069M,51.460379,-2.5872012
5070M,51.459083,-2.5874868
5072M,51.458739,-2.5880149
5073M,51.458821,-2.5877281
3008M,51.440745,-2.5474407
1830M,51.488551,-2.5324728
1831M,51.492703,-2.5228274
1832M,51.441216,-2.6224357
1833M,51.48609,-2.535771
1835M,51.480757,-2.5514767
1836M,51.474681,-2.577234
1839M,51.480261,-2.5264146
1840M,51.47998,-2.5348786
1841M,51.450064,-2.5657131
1965M,51.477587,-2.6259259
1966M,51.492121,-2.6659805
1967M,51.445447,-2.5627639
1969M,51.464166,-2.59236
1970M,51.483898,-2.5293368
1971M,51.479838,-2.5557856
1972M,51.453201,-2.6192887
1973M,51.481097,-2.564974
781M,51.448044,-2.6201542
782M,51.451595,-2.5871028
783M,51.447838,-2.5904075
784M,51.449451,-2.5915363
2023M,51.44172,-2.6258237
3028M,51.466149,-2.6208604
3029M,51.45566,-2.540164
3031M,51.489906,-2.6601869
3032M,51.470698,-2.6126294
3180M,51.499589,-2.6961408
3181M,51.499461,-2.6949
3183M,51.502598,-2.7011428
3184M,51.49819,-2.6970415
2022M,51.447114,-2.6258975
5380M,51.459093,-2.5926254
2024M,51.468223,-2.5884536
2025M,51.468312,-2.5991657
2026M,51.464546,-2.6110499
2027M,51.441121,-2.5921337
2028M,51.432953,-2.6086574
2029M,51.478702,-2.5767232
2030M,51.49434,-2.5691278
2031M,51.477827,-2.5297416
2032M,51.458325,-2.5643328
2033M,51.446872,-2.5446793
2034M,51.433191,-2.555363
2035M,51.467255,-2.5659546
2037M,51.504334,-2.6843124
1726M,51.455527,-2.5902476
5374M,51.460837,-2.5945768
5375M,51.460819,-2.5926622
5376M,51.461217,-2.5921923
5378M,51.459463,-2.5925006
5379M,51.459298,-2.5912895
5383M,51.458918,-2.5916444
5384M,51.45946,-2.5913059
5386M,51.46116,-2.5910113
5387M,51.460192,-2.5904662
5388M,51.459679,-2.5905459
5391M,51.458791,-2.5883467
5393M,51.457484,-2.5943173
5394M,51.457901,-2.5937038
5395M,51.458068,-2.594512
5398M,51.457805,-2.5930981
5399M,51.457517,-2.5931807
5400M,51.457519,-2.5927489
5401M,51.457457,-2.5926762
5403M,51.456996,-2.5929724
5404M,51.456809,-2.5927109
5405M,51.45682,-2.5923657
5406M,51.456576,-2.5925208
3066M,51.460595,-2.5345511
3067M,51.460577,-2.5346372
5120M,51.45709,-2.5867991
5121M,51.457572,-2.5876977
5122M,51.457747,-2.586822
5123M,51.457817,-2.5870819
785M,51.448349,-2.5923855
1576M,51.447348,-2.5983731
1577M,51.447572,-2.5984767
1579M,51.447572,-2.5985343
702M,51.457762,-2.5927665
703M,51.457301,-2.5932211
1887M,51.434543,-2.5878911
1888M,51.476607,-2.6424281
1889M,51.508433,-2.5921561
1890M,51.472164,-2.6492765
1892M,51.491475,-2.6906014
2078M,51.406648,-2.6266386
2079M,51.503256,-2.6478455
2983M,51.441473,-2.577477
2080M,51.443638,-2.5940943
2081M,51.417497,-2.6154265
2082M,51.424914,-2.6276076
2083M,51.41507,-2.6031137
2408M,51.448272,-2.5661227
2409M,51.449135,-2.5644785
2410M,51.449859,-2.5634081
2413M,51.476194,-2.6104568
1728M,51.482082,-2.621048
1729M,51.414664,-2.6069045
1730M,51.415587,-2.6179029
1731M,51.426481,-2.6169855
1733M,51.422153,-2.5841366
1734M,51.418522,-2.590993
1735M,51.507095,-2.7113843
1736M,51.489912,-2.678119
1737M,51.486436,-2.6696422
1740M,51.498206,-2.6663717
2204M,51.425846,-2.5454935
2205M,51.45368,-2.5727379
2206M,51.424728,-2.6083323
2802M,51.453329,-2.6154766
2209M,51.440122,-2.6202483
2211M,51.480488,-2.5277853
2212M,51.431936,-2.6139807
2213M,51.43448,-2.6123748
2214M,51.438115,-2.6204801
2215M,51.439042,-2.6221903
2216M,51.441216,-2.6224357
2978M,51.479052,-2.5332549
2979M,51.432593,-2.5656411
2980M,51.45951,-2.5553371
2981M,51.467002,-2.5680533
2982M,51.462008,-2.5244484
2075M,51.490706,-2.6619269
2805M,51.506094,-2.7177948
2652M,51.434482,-2.5637511
2654M,51.48238,-2.5506323
2655M,51.485743,-2.5270826
2656M,51.485754,-2.5500249
2657M,51.48585,-2.5467568
231M,51.451989,-2.5945481
233M,51.458489,-2.5894511
2073M,51.442613,-2.5922537
2074M,51.430323,-2.6008261
2985M,51.433917,-2.6117487
2986M,51.480383,-2.6123992
1110M,51.457686,-2.5971122
1111M,51.455778,-2.5956049
1112M,51.450246,-2.6048292
1114M,51.451162,-2.5909109
1115M,51.450084,-2.5907818
1116M,51.449977,-2.5905214
1117M,51.450983,-2.5908078
805M,51.454434,-2.6016752
806M,51.454163,-2.5985342
808M,51.456362,-2.5974259
809M,51.456434,-2.5974125
2448M,51.432696,-2.545906
80M,51.458594,-2.5900137
810M,51.456255,-2.597367
2108M,51.415384,-2.618878
2109M,51.415684,-2.6182781
2110M,51.445153,-2.5986034
2898M,51.478792,-2.5390262
2899M,51.490832,-2.6139364
2900M,51.490111,-2.6142724
2901M,51.486874,-2.6141569
2902M,51.489691,-2.6170898
2464M,51.475268,-2.6240799
2903M,51.451033,-2.6211014
2905M,51.484344,-2.5362258
2658M,51.489203,-2.529499
2659M,51.440187,-2.6008548
2114M,51.445433,-2.5675984
2115M,51.443347,-2.5731841
2116M,51.50096,-2.6983804
2117M,51.44755,-2.5381256
2118M,51.482434,-2.5230555
2119M,51.448129,-2.5752873
2443M,51.43419,-2.5474918
2445M,51.434188,-2.5478802
2987M,51.459955,-2.5466055
2989M,51.481968,-2.5873345
2990M,51.4338,-2.5502348
3128M,51.475933,-2.5505258
3129M,51.473711,-2.5487569
3130M,51.479174,-2.6400018
2880M,51.461854,-2.570897
2662M,51.441049,-2.5993122
1945M,51.474201,-2.6218048
811M,51.455775,-2.5944966
812M,51.456137,-2.5956959
813M,51.456146,-2.5957536
814M,51.456151,-2.5947893
815M,51.455833,-2.5935762
816M,51.455958,-2.5937938
819M,51.45856,-2.5913663
1204M,51.455509,-2.595515
1205M,51.455306,-2.5982757
1207M,51.454071,-2.5952804
1946M,51.440923,-2.5868508
2918M,51.473008,-2.5969523
2920M,51.45443,-2.5628168
2921M,51.454466,-2.5626445
2922M,51.454404,-2.562615
2744M,51.477854,-2.6075703
2745M,51.456051,-2.5314612
2746M,51.49003,-2.5951583
2747M,51.463039,-2.5525586
2748M,51.486766,-2.543124
2749M,51.461571,-2.5195781
2750M,51.530535,-2.6782181
2446M,51.434373,-2.5487743
2450M,51.434792,-2.5495418
2451M,51.444723,-2.5349988
2926M,51.463602,-2.5971318
2927M,51.46371,-2.5970613
2930M,51.464169,-2.5987947
3000M,51.457419,-2.560047
2664M,51.441021,-2.599427
2463M,51.439817,-2.611511
2666M,51.440985,-2.5995704
2669M,51.439102,-2.6020491
2670M,51.440874,-2.603655
2672M,51.414638,-2.613605
2673M,51.449915,-2.5282959
2454M,51.437708,-2.5584678
2456M,51.481773,-2.5301474
1208M,51.453825,-2.5923701
1209M,51.455562,-2.5921911
1210M,51.455577,-2.5890969
1212M,51.456199,-2.5960565
1214M,51.448807,-2.5853402
1215M,51.451116,-2.5999334
1216M,51.458887,-2.59245
1217M,51.453307,-2.5970119
867M,51.448962,-2.5975164
931M,51.45523,-2.5919421
2753M,51.473315,-2.5878425
2754M,51.462988,-2.514297
2234M,51.412933,-2.6283062
2235M,51.456471,-2.5533428
5252M,51.455172,-2.5803124
2236M,51.415614,-2.6178745
2797M,51.507154,-2.6303511
2798M,51.434559,-2.5847265
2799M,51.469671,-2.5512566
2800M,51.453747,-2.6128917
2801M,51.452949,-2.6141475
2581M,51.484703,-2.5323416
3001M,51.45815,-2.5594802
1938M,51.440716,-2.5668206
1940M,51.488781,-2.5273769
1941M,51.454721,-2.6224899
1942M,51.45821,-2.617471
1943M,51.459529,-2.6180357
1944M,51.45346,-2.621235
1947M,51.47304,-2.5870758
1949M,51.467758,-2.5985394
1950M,51.452405,-2.6201414
1951M,51.459381,-2.6221647
2806M,51.458001,-2.5336716
2457M,51.444451,-2.5933423
2458M,51.444658,-2.5879203
2459M,51.466765,-2.5779403
2460M,51.445199,-2.5913375
2461M,51.445134,-2.5915957
2462M,51.440361,-2.6105831
308M,51.450523,-2.594673
2465M,51.474637,-2.6293987
2466M,51.477715,-2.6287931
932M,51.455093,-2.5923289
935M,51.462428,-2.6035077
937M,51.454655,-2.5846955
938M,51.454647,-2.5862785
939M,51.455462,-2.5852815
940M,51.455761,-2.5883077
959M,51.454769,-2.5959947
960M,51.453595,-2.597102
961M,51.452614,-2.5971899
962M,51.452064,-2.5974561
2582M,51.48249,-2.5345767
2583M,51.482115,-2.5360124
2585M,51.482642,-2.542499
2586M,51.482147,-2.5425651
2587M,51.48637,-2.533542
2589M,51.482281,-2.5390385
2111M,51.450264,-2.6203282
2112M,51.477479,-2.5231572
2113M,51.4552,-2.568943
2597M,51.490673,-2.5204852
107M,51.455771,-2.5934603
2365M,51.476428,-2.6120007
2807M,51.416397,-2.537587
2808M,51.416092,-2.5353114
2809M,51.489036,-2.6772274
2810M,51.489163,-2.6769989
2811M,51.489456,-2.6760238
2812M,51.48936,-2.6756191
2814M,51.489271,-2.6738606
2815M,51.489362,-2.6735739
2816M,51.461673,-2.5367948
2817M,51.462013,-2.535129
2953M,51.460761,-2.6093152
2954M,51.460393,-2.6091952
2955M,51.434285,-2.5615621
2726M,51.493904,-2.6196242
963M,51.451462,-2.5974771
964M,51.449077,-2.5977625
966M,51.449069,-2.5959492
967M,51.45353,-2.5922079
968M,51.453305,-2.5922194
969M,51.452684,-2.5923121
970M,51.450247,-2.5923525
1068M,51.45884,-2.5892829
1069M,51.458879,-2.5922628
1070M,51.459113,-2.5922083
1071M,51.460086,-2.5918754
1072M,51.45999,-2.5913416
2367M,51.475856,-2.6131593
2368M,51.475803,-2.6111572
2369M,51.491022,-2.6695222
2370M,51.469536,-2.5793286
2372M,51.51005,-2.6185176
2373M,51.494123,-2.6822148
2374M,51.434727,-2.5869872
2376M,51.507711,-2.6066275
2923M,51.456534,-2.5682831
2924M,51.481748,-2.6313399
2694M,51.469939,-2.5575081
2598M,51.490585,-2.5200521
2120M,51.450222,-2.562765
2121M,51.451924,-2.5352557
2122M,51.453091,-2.5356723
2123M,51.455897,-2.5413901
2124M,51.456532,-2.5402462
2125M,51.455367,-2.5395129
2127M,51.462502,-2.5706892
2128M,51.453333,-2.570143
2129M,51.452142,-2.5542259
2130M,51.451838,-2.5594749
2131M,51.480858,-2.529532
2132M,51.450305,-2.56409
2383M,51.474479,-2.5780522
2821M,51.488097,-2.6747507
2822M,51.409795,-2.6181986
2824M,51.466029,-2.572
2826M,51.466615,-2.5754479
2827M,51.465762,-2.5751925
2675M,51.478868,-2.5610297
2676M,51.472945,-2.5587973
2133M,51.451464,-2.5529512
2606M,51.455652,-2.5361628
2134M,51.454172,-2.5715639
2136M,51.453718,-2.5759477
2137M,51.454015,-2.5759514
1073M,51.459781,-2.5917563
1074M,51.461034,-2.5929384
1075M,51.459593,-2.5934235
1220M,51.457992,-2.5844934
33M,51.451874,-2.5960433
1671M,51.452229,-2.589687
2696M,51.451573,-2.5565359
2697M,51.451193,-2.5571357
5253M,51.455423,-2.5803732
2699M,51.450713,-2.5764135
2701M,51.451555,-2.5751577
2702M,51.45121,-2.5740453
2705M,51.45261,-2.5709975
2237M,51.434834,-2.5463199
2239M,51.451971,-2.5541518
2384M,51.474682,-2.5768885
2385M,51.474408,-2.5778497
2931M,51.465208,-2.5961595
2932M,51.465163,-2.596087
2933M,51.450452,-2.6170497
2934M,51.464269,-2.5986952
2342M,51.468726,-2.5665487
2935M,51.464495,-2.5984535
2936M,51.464806,-2.5991485
2939M,51.459508,-2.61674
2710M,51.480541,-2.5848826
135M,51.45377,-2.5980109
119M,51.455628,-2.5825922
2842M,51.443416,-2.5953289
5254M,51.455619,-2.5789796
11M,51.451859,-2.5936686
2828M,51.466545,-2.5749432
2829M,51.467307,-2.5755718
2830M,51.43129,-2.582153
1673M,51.452938,-2.6110675
2836M,51.422018,-2.6072177
2837M,51.477146,-2.5895908
2838M,51.472854,-2.5456511
2841M,51.489542,-2.6766876
2843M,51.453335,-2.6176354
2844M,51.506558,-2.6309768
2845M,51.506745,-2.6311523
2240M,51.453488,-2.6260998
2241M,51.490206,-2.6785411
2242M,51.486045,-2.5918659
2243M,51.481307,-2.5549395
2244M,51.494099,-2.616746
2245M,51.453649,-2.6144735
2246M,51.413241,-2.5679185
2247M,51.450493,-2.6178273
5255M,51.455585,-2.5785186
2249M,51.453486,-2.6146296
2484M,51.513227,-2.5952445
2590M,51.480628,-2.5559104
2711M,51.480285,-2.5840153
2712M,51.49279,-2.6810425
1952M,51.458487,-2.6126386
1953M,51.427256,-2.5536513
1954M,51.455491,-2.6163548
1955M,51.456742,-2.6092905
1956M,51.453833,-2.6171097
2343M,51.468876,-2.565298
2253M,51.492847,-2.6034197
2255M,51.469686,-2.5835775
2727M,51.494404,-2.6186947
2728M,51.442298,-2.5959762
2729M,51.442948,-2.5937544
2730M,51.444044,-2.5939413
2731M,51.44418,-2.5936985
2733M,51.444288,-2.593556
2735M,51.44221,-2.5973419
1515M,51.454032,-2.5995399
5256M,51.455213,-2.579176
120M,51.45983,-2.5836821
2622M,51.44777,-2.5752253
2846M,51.506647,-2.6311366
2847M,51.506539,-2.6311063
2848M,51.505387,-2.6280214
2156M,51.414966,-2.5828946
2157M,51.500162,-2.7010045
2158M,51.513693,-2.6706328
2159M,51.511831,-2.665951
2160M,51.511328,-2.681564
2162M,51.499894,-2.6653735
2947M,51.457838,-2.5455727
2164M,51.535052,-2.6698222
2166M,51.532824,-2.6710437
2168M,51.53633,-2.6774824
2591M,51.485065,-2.5627188
2593M,51.47131,-2.6141061
2595M,51.475482,-2.5411613
2596M,51.491422,-2.5198311
2040M,51.523265,-2.675948
2041M,51.522374,-2.6744934
2043M,51.52682,-2.683208
2044M,51.50803,-2.6670771
2045M,51.463761,-2.55179
2046M,51.535261,-2.6583489
5257M,51.454079,-2.575722
2047M,51.493223,-2.6088982
2256M,51.529487,-2.6696828
2257M,51.528499,-2.6726667
2259M,51.5288,-2.6624938
2599M,51.491267,-2.5203479
2600M,51.490679,-2.5211478
2601M,51.476231,-2.5247843
2602M,51.428092,-2.555445
2603M,51.491659,-2.5211878
2605M,51.45611,-2.5243376
2138M,51.452594,-2.5743073
2139M,51.451779,-2.5736639
2140M,51.453307,-2.5756115
2141M,51.453628,-2.576148
2142M,51.503026,-2.6488075
2143M,51.504692,-2.6499406
2144M,51.453253,-2.5297017
2145M,51.452226,-2.5667329
2467M,51.473349,-2.6297121
2941M,51.455992,-2.6100001
2942M,51.469252,-2.6139921
2944M,51.45841,-2.6083196
5294M,51.473666,-2.5806048
2169M,51.532671,-2.6804556
2416M,51.434045,-2.5534601
2476M,51.465704,-2.5957917
2477M,51.510218,-2.6034043
2478M,51.509856,-2.6022611
2479M,51.508007,-2.6050897
2480M,51.504069,-2.6154398
2481M,51.503573,-2.615606
2482M,51.502807,-2.6158839
2483M,51.501352,-2.5964439
2608M,51.453679,-2.534902
2377M,51.426024,-2.5555494
2378M,51.406619,-2.5742485
2379M,51.403306,-2.5842845
2380M,51.404964,-2.5708206
2381M,51.473668,-2.5560562
2850M,51.481818,-2.616537
2851M,51.479942,-2.5677821
2853M,51.437203,-2.6022831
2854M,51.439062,-2.6009551
2855M,51.438513,-2.5993798
2856M,51.439324,-2.6007572
2607M,51.45435,-2.5357158
2609M,51.454072,-2.5375115
2610M,51.454495,-2.5373438
2612M,51.456394,-2.5311485
2386M,51.474414,-2.5784401
2387M,51.439402,-2.6031465
2389M,51.493352,-2.6740648
2390M,51.493307,-2.6756198
2391M,51.493407,-2.6770617
2392M,51.493437,-2.6780417
2831M,51.499144,-2.6028402
2832M,51.498262,-2.6028718
5295M,51.474276,-2.5808141
2614M,51.446051,-2.5790456
2615M,51.447266,-2.5751758
2616M,51.44812,-2.5771291
2617M,51.448222,-2.5765548
2619M,51.447904,-2.5770833
2620M,51.448574,-2.5762283
2621M,51.446443,-2.5761871
2146M,51.44487,-2.5631453
2147M,51.452404,-2.5763197
2148M,51.445411,-2.5775267
2957M,51.432738,-2.6103807
2958M,51.433567,-2.6083059
2959M,51.433039,-2.6094065
2960M,51.461074,-2.5301521
2961M,51.459042,-2.5572601
2039M,51.498384,-2.7036712
2337M,51.445337,-2.5925192
2338M,51.472322,-2.6063738
2340M,51.535836,-2.6865871
2341M,51.467933,-2.5670427
2857M,51.508918,-2.5974649
2706M,51.452349,-2.5691234
2707M,51.449663,-2.570529
2397M,51.471611,-2.6218416
2708M,51.449866,-2.5767914
2170M,51.527701,-2.6769939
2172M,51.530857,-2.6738548
2173M,51.52523,-2.6828239
2174M,51.517502,-2.6912401
2176M,51.51162,-2.6914681
2177M,51.504935,-2.6861512
2393M,51.417739,-2.5964044
2394M,51.479378,-2.5890436
2395M,51.430143,-2.5610798
2396M,51.473686,-2.6171904
5296M,51.47493,-2.5796273
2398M,51.440538,-2.6024996
2865M,51.489691,-2.5636831
2714M,51.44264,-2.5778514
2715M,51.442622,-2.5761965
2716M,51.42443,-2.5963189
121M,51.463826,-2.5937376
2623M,51.448233,-2.5742526
2624M,51.447554,-2.5751794
2625M,51.449027,-2.5754569
2626M,51.485826,-2.6030245
2627M,51.485631,-2.6024459
2076M,51.445567,-2.5769531
2344M,51.477446,-2.6303733
2346M,51.468763,-2.5793044
2347M,51.468683,-2.5790731
2348M,51.453649,-2.6143584
2349M,51.472045,-2.6179745
2350M,51.433823,-2.5623189
2630M,51.48437,-2.5363269
2631M,51.492276,-2.5298083
2633M,51.462962,-2.6096612
2178M,51.518451,-2.6687859
2179M,51.520917,-2.671546
2180M,51.516442,-2.6582648
2485M,51.513368,-2.5940935
2486M,51.502091,-2.6170412
2488M,51.441367,-2.5585268
2489M,51.441522,-2.5580827
2490M,51.492748,-2.596346
2491M,51.48988,-2.594537
2492M,51.50933,-2.606505
2494M,51.506774,-2.7124744
2495M,51.511666,-2.6990052
2496M,51.504625,-2.7036232
2718M,51.442096,-2.578751
2401M,51.441881,-2.6019418
2719M,51.42502,-2.5952479
2721M,51.470307,-2.5851835
2723M,51.471125,-2.5870656
2187M,51.434787,-2.5467509
2188M,51.437351,-2.6014794
2260M,51.521063,-2.6679882
2261M,51.524324,-2.6604974
2945M,51.458457,-2.6096876
2946M,51.457266,-2.5468756
2948M,51.460253,-2.6067176
2949M,51.459096,-2.6113081
2950M,51.459976,-2.6115358
2951M,51.460269,-2.6123458
134M,51.453417,-2.5983517
2635M,51.489603,-2.5762127
2638M,51.489929,-2.5847435
2639M,51.490783,-2.586598
2402M,51.438577,-2.6026177
2640M,51.494947,-2.5736873
2642M,51.432311,-2.5663281
2643M,51.432093,-2.566872
2418M,51.432601,-2.5432004
2419M,51.43339,-2.5473672
2420M,51.43908,-2.5975888
2497M,51.509118,-2.7040239
2498M,51.502958,-2.696538
2499M,51.513318,-2.7008751
2049M,51.450918,-2.5543262
2050M,51.448458,-2.5778817
2405M,51.500681,-2.6268906
2051M,51.450953,-2.5658681
2052M,51.44629,-2.611799
2053M,51.446057,-2.6218972
2057M,51.477886,-2.6436844
2908M,51.468724,-2.5923903
2909M,51.449692,-2.5237747
2910M,51.485245,-2.5626922
2262M,51.412725,-2.6115088
2264M,51.46965,-2.5539054
2265M,51.469372,-2.5536717
2403M,51.438741,-2.6022026
1699M,51.455218,-2.5925176
1555M,51.461364,-2.5862494
229M,51.455826,-2.5968001
2059M,51.481478,-2.5548552
2149M,51.449671,-2.5575921
2150M,51.449589,-2.5577638
2151M,51.449499,-2.5579353
2399M,51.441576,-2.6017363
2400M,51.441567,-2.6017218
5459M,51.459087,-2.5991887
2406M,51.473273,-2.6049178
2407M,51.499057,-2.7098761
2422M,51.43411,-2.5473758
2424M,51.433841,-2.5471712
2425M,51.442548,-2.5503687
2428M,51.434962,-2.5534424
2430M,51.426373,-2.5443204
2962M,51.459374,-2.5574081
2964M,51.481287,-2.5886362
2911M,51.459604,-2.5466445
2913M,51.473417,-2.5672259
2858M,51.43413,-2.5983873
2859M,51.480336,-2.5357035
2860M,51.477804,-2.5368402
2861M,51.489484,-2.5502858
2862M,51.483964,-2.5287615
2863M,51.479377,-2.6374991
2864M,51.481436,-2.5561651
2646M,51.429754,-2.5652752
2649M,51.434057,-2.5623505
5462M,51.459198,-2.5967289
2061M,51.437118,-2.603102
2062M,51.435932,-2.6150988
2063M,51.434968,-2.627357
2065M,51.455472,-2.5648014
2066M,51.463862,-2.5702023
2067M,51.46231,-2.5731914
2068M,51.463816,-2.5832723
2069M,51.464329,-2.6095931
2071M,51.462651,-2.6261101
2072M,51.445004,-2.5907594
2866M,51.486769,-2.6136802
2651M,51.437148,-2.5793646
130M,51.457198,-2.5994087
132M,51.45611,-2.5957963
3131M,51.467589,-2.5149534
3132M,51.468018,-2.5154189
3133M,51.467966,-2.5149864
3134M,51.467967,-2.5148425
2818M,51.497378,-2.6868732
2820M,51.453771,-2.5443153
2181M,51.514653,-2.6582102
5463M,51.458791,-2.5954714
2965M,51.481413,-2.5886378
2966M,51.453724,-2.6138988
2968M,51.452978,-2.6136873
2969M,51.452553,-2.6126023
2970M,51.452508,-2.6125873
2971M,51.423588,-2.6249
2740M,51.492667,-2.6068599
2742M,51.49133,-2.6081384
2351M,51.472276,-2.6184816
2648M,51.434996,-2.5942555
2182M,51.520346,-2.654862
2183M,51.526217,-2.6581031
2184M,51.527134,-2.6597164
2186M,51.528875,-2.6854011
2433M,51.43372,-2.5284543
2434M,51.427226,-2.5388936
2868M,51.463032,-2.5763817
2869M,51.453689,-2.5521578
2870M,51.454492,-2.5535347
2871M,51.455166,-2.5536868
2872M,51.464348,-2.6094494
2791M,51.475321,-2.5966226
2873M,51.438615,-2.5827641
2874M,51.476308,-2.5699976
2875M,51.503611,-2.650271
2876M,51.504603,-2.6496656
2878M,51.465799,-2.5694491
2879M,51.464617,-2.5703557
1475M,51.460383,-2.5917641
1476M,51.460411,-2.5917069
1477M,51.46042,-2.5916494
855M,51.453388,-2.5881333
2792M,51.42521,-2.5371871
856M,51.454129,-2.583926
858M,51.455575,-2.5877296
85M,51.454409,-2.5925072
860M,51.45556,-2.5871825
861M,51.457252,-2.5850453
862M,51.456882,-2.5853572
2906M,51.467175,-2.589491
2907M,51.4676,-2.5907634
2786M,51.432779,-2.6075762
2788M,51.418416,-2.6167762
2793M,51.444938,-2.6036511
2795M,51.506587,-2.6271158
2436M,51.429128,-2.539779
2439M,51.433136,-2.5479539
2440M,51.435216,-2.5473315
2442M,51.433273,-2.5474665
2500M,51.442027,-2.5782034
2972M,51.517153,-2.6724707
2974M,51.418822,-2.6200461
2975M,51.441928,-2.6135679
2189M,51.439884,-2.600261
2190M,51.442376,-2.5947973
2191M,51.503701,-2.7031912
2193M,51.416446,-2.5997093
2194M,51.41499,-2.6029544
2195M,51.442506,-2.585015
2196M,51.46665,-2.52597
2197M,51.470421,-2.6391738
2198M,51.444061,-2.6081576
2199M,51.475223,-2.580207
2202M,51.479095,-2.5899472
2203M,51.413997,-2.5966864
2994M,51.479578,-2.5302227
590M,51.451513,-2.5961825
591M,51.449571,-2.5855083
1288M,51.447913,-2.5897177
1102M,51.451514,-2.6013346
1103M,51.451389,-2.5852437
1105M,51.455996,-2.593492
1107M,51.458006,-2.5960944
1108M,51.457942,-2.5979071
1109M,51.457854,-2.5975606
2796M,51.509209,-2.6295293
2644M,51.431342,-2.5659277
2096M,51.45009,-2.5489053
2097M,51.518363,-2.668381
2098M,51.538286,-2.6750171
2100M,51.49798,-2.6976145
2101M,51.51042,-2.6737404
2102M,51.515685,-2.6650272
2103M,51.505839,-2.6569593
2105M,51.44538,-2.5783896
2106M,51.495824,-2.6135281
2977M,51.457631,-2.6077335
2993M,51.440949,-2.601354
2995M,51.474904,-2.5918513
2997M,51.449965,-2.6155609
2998M,51.458007,-2.5630335
2999M,51.455284,-2.5609563
2914M,51.471627,-2.5617039
2915M,51.470513,-2.5634754
2916M,51.472441,-2.5644495
2917M,51.441333,-2.5487714
1042M,51.450624,-2.5834783
1124M,51.452388,-2.5867964
649M,51.454865,-2.5965429
1213M,51.449707,-2.5852078
670M,51.44881,-2.5848366
671M,51.451724,-2.5828735
821M,51.458694,-2.5914976
2325M,51.456168,-2.5430629
1203M,51.454824,-2.5869284
309M,51.451324,-2.5945827
312M,51.453519,-2.5942514
1421M,51.453566,-2.595648
151M,51.456718,-2.5858444
1258M,51.449806,-2.5924907
195M,51.454873,-2.5950606
198M,51.455969,-2.5934485
902M,51.451902,-2.5992961
904M,51.456437,-2.6056019
1130M,51.453151,-2.5779842
1122M,51.45211,-2.5866201
173M,51.45492,-2.5911609
990M,51.454701,-2.5934032
1239M,51.460721,-2.5979003
943M,51.461375,-2.5983119
28M,51.451655,-2.5948748
650M,51.45445,-2.5968541
653M,51.45403,-2.6068077
751M,51.446265,-2.6165327
3207M,51.478952,-2.533585
825M,51.457922,-2.5894725
3208M,51.49001,-2.5397058
127M,51.454226,-2.6072133
10M,51.455135,-2.5893791
1004M,51.461584,-2.5925281
1007M,51.459967,-2.57784
100M,51.458388,-2.5934367
1981M,51.497054,-2.6325598
1015M,51.455941,-2.5953623
